,世帯数分布(抽出率調整),集計世帯数,世帯人員(人),18歳未満人員(人),65歳以上人員(人),うち無職者人員(人),有業人員(人),世帯主の年齢(歳),持家率(％),家賃・地代を支払っている世帯の割合(％),消費支出,食料,穀類,米,パン,麺類,他の穀類,魚介類,生鮮魚介,塩干魚介,魚肉練製品,他の魚介加工品,肉類,生鮮肉,加工肉,乳卵類,牛乳,乳製品,卵,野菜・海藻,生鮮野菜,乾物・海藻,大豆加工品,他の野菜・海藻加工品,果物,生鮮果物,果物加工品,油脂・調味料,油脂,調味料,菓子類,調理食品,主食的調理食品,他の調理食品,飲料,茶類,コーヒー・ココア,他の飲料,酒類,外食,一般外食,学校給食,住居,家賃地代,設備修繕・維持,設備材料,工事その他のサービス,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,家事用耐久財,冷暖房用器具,一般家具,室内装備・装飾品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,和服,洋服,男子用洋服,婦人用洋服,子供用洋服,シャツ・セーター類,男子用シャツ・セーター類,婦人用シャツ・セーター類,子供用シャツ・セーター類,下着類,男子用下着類,婦人用下着類,子供用下着類,生地・糸類,他の被服,履物類,被服関連サービス,保健医療,医薬品,健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,自動車等購入,自転車購入,自動車等維持,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,宿泊料,パック旅行費,月謝類,他の教養娯楽サービス,その他の消費支出,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,こづかい(使途不明),交際費,贈与金,他の交際費,仕送り金,財・サービス支出計,財(商品),耐久財,半耐久財,非耐久財,サービス,食料(財・サービス),非耐久財(食料),サービス(食料),住居(財・サービス),耐久財(住居),半耐久財(住居),サービス(住居),家具・家事用品(財・サービス),耐久財(家具・家事用品),半耐久財(家具・家事用品),非耐久財(家具・家事用品),サービス(家具・家事用品),被服及び履物(財・サービス),半耐久財(被服及び履物),サービス(被服及び履物),保健医療(財・サービス),耐久財(保健医療),半耐久財(保健医療),非耐久財(保健医療),サービス(保健医療),交通・通信(財・サービス),耐久財(交通・通信),半耐久財(交通・通信),非耐久財(交通・通信),サービス(交通・通信),教育(財・サービス),非耐久財(教育),サービス(教育),教養娯楽(財・サービス),耐久財(教養娯楽),半耐久財(教養娯楽),非耐久財(教養娯楽),サービス(教養娯楽),諸雑費(財・サービス),耐久財(諸雑費),半耐久財(諸雑費),非耐久財(諸雑費),サービス(諸雑費),調整集計世帯数,教養娯楽関係費,耐久財(教養娯楽関係費),他の教養娯楽関係費,読書,聴視・観覧,旅行,スポーツ,月謝,会費・つきあい費,その他の教養娯楽,消費支出(再掲),基礎的支出,選択的支出
2016-04-01,10000,7703,3,0.56,0.83,0.65,1.36,59.1,85.1,13.9,298520,75340,6322,1883,2670,1389,379,6274,3652,1162,615,846,7178,5760,1417,3775,1245,1756,775,9081,6129,752,1120,1079,2821,2591,230,3400,365,3035,6567,9144,3996,5148,4264,1018,929,2317,3153,13361,12785,576,14346,8140,6206,1741,4465,23322,11144,6380,867,4931,8792,2243,1441,343,459,567,624,2103,2563,692,11988,131,4482,1319,2527,636,2601,781,1581,238,919,304,484,130,114,878,1794,1069,12839,2403,1257,2089,7090,41349,6742,22482,7428,458,14596,12125,24719,21287,693,2739,30465,1951,7368,3669,17476,1442,3758,3007,9269,55362,22852,3129,4039,1985,958,12741,9277,12125,8337,3788,11108,266011,146070,15523,22546,108001,119941,75340,61979,13361,14346,1455,286,12605,8792,2712,2825,2563,692,11988,10919,1069,12839,739,482,4528,7090,41349,8299,2209,4084,26757,24719,693,24026,30465,1856,3890,6120,18599,22852,461,1936,4712,15743,678483,33117,1891,31226,3669,3574,8063,3319,2913,1108,8581,298520,158392,140129
2016-05-01,10000,7735,2.99,0.56,0.84,0.66,1.35,59.2,85.1,14,281827,80396,6382,1858,2668,1492,364,6499,3810,1201,635,853,7472,5929,1543,3977,1339,1828,810,9548,6541,740,1144,1123,2858,2626,233,3549,385,3163,6972,9593,4178,5416,4858,1359,937,2562,3378,15311,14199,1112,17258,8130,9128,3720,5408,20525,9394,5493,479,5160,10723,3018,1552,1015,451,675,653,2235,3145,997,14068,323,4998,1709,2718,572,3279,1067,1953,259,1233,374,701,158,114,1062,1884,1175,11915,2357,1290,1904,6365,39623,5152,20700,6116,335,14248,13771,9797,7689,104,2004,30905,1846,7819,3619,17621,2069,3475,2771,9305,46616,23157,3097,4508,1645,1007,12901,8308,10252,7191,3061,4899,258367,149453,16683,23360,109410,108915,80396,65085,15311,17258,3408,312,13539,10723,3561,3020,3145,997,14068,12892,1175,11915,814,251,4486,6365,39623,6704,1387,4440,27092,9797,104,9693,30905,1761,3807,6465,18872,23157,435,1690,5160,15871,677752,33656,1818,31839,3619,2887,8235,3448,2680,897,10071,281827,162336,119491
2016-06-01,10000,7709,2.99,0.55,0.84,0.66,1.36,59.2,85.6,13.5,261452,74881,6222,1730,2508,1602,381,6106,3519,1157,607,823,6993,5483,1510,3862,1322,1760,780,9327,6413,709,1107,1098,3069,2841,228,3591,406,3185,6179,8861,3664,5197,4708,1142,934,2633,3552,12410,11450,960,14674,7715,6959,2159,4799,18232,7969,4552,326,5385,10869,3613,1533,1491,589,681,660,1962,2987,965,11342,212,3720,1135,2153,433,2919,981,1741,197,1070,350,610,110,115,797,1609,900,12963,2373,1430,1839,7321,35375,4501,18025,3715,172,14137,12849,7050,4577,80,2392,28595,1694,6333,3510,17058,1343,3651,2969,9095,47474,24095,3010,4251,1860,970,14005,10002,9691,6829,2862,3685,238074,137457,13657,20709,103091,100617,74881,62470,12410,14674,1839,320,12514,10869,4043,2873,2987,965,11342,10442,900,12963,692,328,4622,7321,35375,4223,1708,4187,25257,7050,80,6969,28595,1605,3262,5566,18161,24095,1254,1774,4946,16120,677188,31149,1633,29517,3510,3549,7504,3068,2886,891,8109,261452,156065,105387
2016-07-01,10000,7656,2.99,0.56,0.85,0.66,1.35,59.3,85.5,13.3,278067,80481,6508,1810,2509,1830,360,6032,3387,1149,619,876,7303,5573,1730,3866,1375,1726,765,8661,5783,704,1089,1086,3724,3520,204,3540,415,3125,6885,10491,4201,6290,5354,1168,962,3223,3789,14328,13455,873,19036,7750,11285,3401,7884,16803,7911,3885,225,4781,13712,5571,1655,3402,514,915,846,2156,3173,1051,11668,250,4052,1122,2387,544,2875,886,1781,208,1286,412,748,126,125,806,1661,613,13049,2429,1246,2130,7244,37053,5517,19828,5708,263,13857,11708,8650,5311,113,3226,30634,1948,6334,3533,18819,2135,5028,3030,8626,46982,23705,3174,4518,2320,999,12695,9018,10364,7649,2715,3895,254790,147246,18490,22610,106146,107544,80481,66153,14328,19036,2971,430,15635,13712,6173,3314,3173,1051,11668,11055,613,13049,813,451,4541,7244,37053,6212,1538,4568,24734,8650,113,8536,30634,1844,3397,5621,19772,23705,476,2426,5172,15631,676670,33644,2063,31581,3533,2716,10148,2928,2716,854,8686,278067,163237,114830
2016-08-01,10000,7657,2.99,0.57,0.85,0.67,1.33,59.3,85.4,14,276338,82782,6166,1810,2401,1621,335,6095,3506,1128,603,858,7378,5814,1563,3833,1437,1641,755,8583,5718,723,1079,1064,4113,3921,192,3391,392,2999,7778,10195,4611,5583,5329,1149,940,3240,3717,16205,15648,557,15015,8258,6757,2390,4368,18740,9394,3422,214,5710,11119,3819,1957,1474,389,671,751,2061,2926,891,8617,124,2999,801,1783,414,2025,560,1312,154,927,296,541,91,86,590,1357,509,13046,2330,1668,2005,7044,37280,6487,17257,2794,251,14212,13536,7389,4600,70,2719,32709,1222,6362,3548,21577,4419,5303,2480,9376,49642,23201,2945,4314,1859,925,13158,9236,12441,9937,2504,4765,249896,139878,12728,17933,109217,110019,82782,66577,16205,15015,2103,287,12625,11119,4422,2880,2926,891,8617,8108,509,13046,955,248,4799,7044,37280,3343,1526,4964,27447,7389,70,7319,32709,1137,3041,6206,22325,23201,768,1843,4936,15655,676939,36282,1245,35037,3548,3616,13260,2679,2376,721,8837,276338,164248,112090
2016-09-01,10000,7697,2.99,0.57,0.85,0.68,1.32,59.3,84.7,14.5,267119,74281,6280,2281,2355,1254,390,5837,3447,1056,602,733,6801,5433,1368,3807,1396,1636,775,8886,6122,669,1059,1036,3573,3370,203,3260,359,2901,6169,9253,3887,5366,4399,1007,855,2538,2989,13025,12089,936,14420,8328,6091,1748,4343,18335,10031,3095,174,5035,10369,3615,1918,1083,614,625,727,1838,2702,861,8644,133,3149,713,1914,522,1865,495,1184,186,795,231,458,105,110,641,1450,502,11870,2192,1152,1911,6615,39855,5706,21108,6698,395,14015,13041,13775,11205,115,2455,28539,1719,5770,3462,17587,1938,4448,3080,8121,47031,23450,2909,3984,1657,886,14013,8047,9386,6728,2658,6149,243538,134737,15863,17788,101086,108801,74281,61255,13025,14420,1501,247,12671,10369,4087,2718,2702,861,8644,8142,502,11870,700,409,4146,6615,39855,7378,1885,4295,26297,13775,115,13660,28539,1627,2849,5644,18420,23450,570,1536,4594,16749,676502,31282,1691,29591,3462,2650,9089,2689,3025,765,7911,267119,150719,116400
2016-10-01,10000,7708,2.99,0.56,0.85,0.68,1.32,59.3,85,14.5,281961,78197,7012,2801,2499,1326,386,6054,3513,1088,682,771,7264,5877,1387,3900,1357,1744,800,9827,6801,758,1131,1137,3294,3094,200,3599,360,3239,6239,9899,4119,5780,4234,1025,933,2275,3156,13719,12728,991,19276,8469,10806,3170,7636,18130,8946,3287,499,5397,10670,2884,1538,835,511,995,1082,2031,2813,865,12156,79,4948,1521,2592,835,2581,744,1621,216,1071,366,555,150,119,925,1690,744,12690,2351,1283,2218,6838,38718,6419,19151,5151,171,13830,13148,12634,10342,127,2165,29480,1283,5920,3533,18744,1822,4526,2837,9559,50009,23491,2966,4231,1822,940,13532,8641,10340,7728,2612,7538,255443,141926,14554,22107,105265,113517,78197,64478,13719,19276,2858,313,16105,10670,3587,3405,2813,865,12156,11413,744,12690,861,426,4565,6838,38718,5708,1686,4463,26862,12634,127,12507,29480,1205,2989,5794,19492,23491,336,1876,4894,16384,676168,32029,1325,30704,3533,3328,9001,2717,2638,739,8748,281961,160712,121249
2016-11-01,10000,7699,2.98,0.56,0.85,0.68,1.32,59.3,85.3,14,270848,76084,6317,2130,2434,1318,436,6201,3471,1190,734,806,7507,5944,1563,3702,1181,1727,793,9370,6303,774,1126,1167,3313,3099,214,3697,393,3304,6247,9551,3943,5608,3881,1002,955,1924,3253,13045,12088,958,17351,8333,9018,3071,5947,18171,8057,3831,1203,5081,10105,3026,1397,1075,554,845,884,2019,2551,779,12478,86,5051,1613,2637,801,2273,729,1320,224,1378,491,684,204,148,1172,1508,863,13237,2297,1075,2162,7703,41013,4773,21966,7410,258,14298,14274,8179,6027,73,2079,27993,1769,5852,3496,16877,1819,3516,2849,8692,46238,23093,2837,4233,1466,846,13711,8548,10247,7848,2398,4351,247703,142711,17190,22598,102923,104992,76084,63038,13045,17351,2645,426,14280,10105,3653,3120,2551,779,12478,11616,863,13237,661,490,4382,7703,41013,7941,2319,4347,26406,8179,73,8106,27993,1660,3092,5664,17577,23093,629,1535,4696,16232,675992,30314,1720,28594,3496,2541,7961,2728,2565,739,8564,270848,156003,114845
2016-12-01,10000,7720,2.98,0.56,0.86,0.68,1.31,59.5,85.4,14.5,318488,98548,7717,2190,2477,1702,1348,11141,5853,2019,1594,1676,9717,7756,1961,4040,1264,1916,859,10577,6625,1252,1180,1521,4281,3839,442,4420,474,3945,8916,13378,4532,8846,4503,1160,1112,2230,4833,15025,14143,882,22445,8979,13466,5287,8179,21210,9211,4784,2167,5048,12869,3644,2206,990,449,1128,1156,2847,3216,878,12871,193,5152,1743,2644,764,2314,792,1327,195,1417,548,704,165,123,1275,1627,769,13171,2544,1300,2417,6909,40436,4630,22015,6607,299,15109,13791,10140,6943,107,3091,31516,2065,9137,3986,16328,1366,2754,2846,9362,55282,25519,3516,5098,1782,907,14216,11673,13981,11282,2698,4110,288725,177334,20072,26122,131141,111390,98548,83523,15025,22445,4856,431,17158,12869,4475,4300,3216,878,12871,12101,769,13171,789,414,5059,6909,40436,7180,2224,4778,26253,10140,107,10034,31516,2003,4839,7677,16996,25519,769,1812,5571,17367,675766,33823,2307,31517,3986,3358,6649,2457,2583,825,11659,318488,193537,124951
2017-01-01,10000,7673,2.98,0.55,0.85,0.68,1.31,59.4,85.7,13.7,279249,73667,5542,1412,2396,1310,423,6018,3531,1060,682,745,7280,6045,1234,3629,1165,1712,753,8413,5563,697,1082,1070,2791,2538,253,3412,321,3091,6589,9411,4034,5377,3805,965,886,1954,2645,14133,13219,914,12490,8148,4342,1685,2658,25296,11546,5846,2652,5252,10212,3215,1615,640,960,1140,813,2174,2233,637,13457,91,6122,1970,3239,913,2489,801,1489,200,1143,420,595,127,141,1231,1729,512,12078,2327,1157,2400,6194,37664,5104,18779,4612,244,13922,13781,10204,7346,100,2758,26798,2021,6045,3471,15261,1747,2674,2990,7850,57382,23126,2547,3977,1840,896,13866,9217,21278,18753,2525,3762,244992,143660,14292,23217,106151,101333,73667,59533,14133,12490,1474,211,10806,10212,4342,3000,2233,637,13457,12945,512,12078,945,339,4600,6194,37664,5226,1465,4411,26561,10204,100,10104,26798,1926,3400,5474,15998,23126,379,1857,4503,16387,675496,29576,2387,27190,3471,2473,7118,2680,2741,778,7929,279249,165607,113642
2017-02-01,10000,7714,2.98,0.54,0.85,0.67,1.32,59.5,85.8,13.4,260644,69271,5560,1600,2376,1195,389,5709,3273,1074,627,735,6720,5508,1212,3605,1140,1719,746,8285,5527,688,1038,1031,2953,2712,240,3281,336,2945,6688,8891,3973,4918,3610,908,845,1858,2611,11358,10502,856,15549,7947,7602,2259,5343,26787,12674,6338,2452,5323,8464,2746,1730,719,297,427,624,1813,2253,601,8498,240,3680,1198,1995,486,1528,486,916,127,625,228,334,63,142,700,1095,487,12629,2340,1098,2336,6855,37611,3910,20928,6932,290,13706,12773,11931,9752,75,2103,25219,1915,4961,3402,14941,1103,2890,3036,7912,44684,22190,2794,3940,1623,754,13079,8638,9552,7109,2443,4305,238149,137749,15597,17193,104959,100400,69271,57912,11358,15549,2059,200,13290,8464,3165,2446,2253,601,8498,8011,487,12629,757,576,4441,6855,37611,7454,1535,4053,24568,11931,75,11855,25219,1851,2787,5039,15542,22190,311,1639,4397,15843,675047,26630,1714,24916,3402,3061,6163,2006,2591,693,7001,260644,153831,106813
2017-03-01,10000,7689,2.98,0.54,0.86,0.68,1.32,59.6,86.1,13.2,297942,77973,6245,1800,2718,1319,407,6516,3799,1188,659,870,7242,5866,1376,3874,1242,1830,802,9051,6003,803,1109,1135,3027,2788,239,3591,376,3215,7529,9473,4154,5319,4154,1078,928,2148,3066,14205,13693,511,17871,7831,10040,2241,7799,25581,12216,6219,2191,4955,9474,2902,1961,514,427,627,622,2178,2508,637,12860,494,6109,2097,3294,719,2009,568,1259,182,800,241,455,103,148,805,1825,670,12985,2624,1290,2230,6841,43918,6312,24451,7221,541,16689,13154,11596,7507,778,3311,31629,2984,6846,3608,18191,1928,4899,2987,8377,54054,22809,3186,4252,2215,802,12354,8431,15164,12702,2462,7650,266697,154933,17896,23942,113094,111764,77973,63768,14205,17871,2024,218,15630,9474,3350,2978,2508,637,12860,12190,670,12985,883,323,4937,6841,43918,8283,2333,4776,28526,11596,778,10818,31629,2879,3706,6033,19011,22809,476,2194,4712,15426,674391,34592,2789,31803,3608,2652,10250,2661,2828,806,8999,297942,170012,127931
2017-04-01,10000,7719,2.97,0.54,0.87,0.68,1.32,59.6,86.3,13.1,295929,75542,6212,1884,2622,1325,381,6213,3605,1154,630,824,7140,5743,1397,3805,1233,1795,777,9173,6260,745,1094,1074,2688,2471,217,3390,374,3016,6544,9358,3985,5373,4284,1028,950,2306,3102,13633,13071,562,16102,7829,8273,2469,5804,23725,11536,5930,1290,4969,9367,2653,1662,538,453,613,553,2082,2716,750,12270,137,4492,1326,2519,647,2712,842,1611,259,949,292,509,147,144,900,1864,1073,12545,2427,1227,2010,6881,38546,6827,19492,3842,471,15180,12227,21135,17920,448,2767,30641,1533,7399,3554,18154,1566,3310,3746,9533,56055,23455,2907,4043,1973,849,13683,8301,13855,10205,3650,10445,263329,143698,12376,22682,108640,119631,75542,61909,13633,16102,2115,354,13633,9367,3156,2745,2716,750,12270,11197,1073,12545,727,374,4563,6881,38546,4643,2015,4677,27211,21135,448,20687,30641,1453,3977,5971,19240,23455,282,2019,4632,16522,673721,33333,1534,31799,3554,3644,7773,2853,3676,1007,9292,295929,163345,132584
2017-05-01,10000,7735,2.98,0.55,0.86,0.68,1.32,59.4,86.1,13,283056,79733,6196,1782,2576,1461,377,6243,3567,1210,634,832,7436,5919,1516,3911,1330,1776,805,9334,6358,715,1126,1135,2768,2537,231,3529,366,3163,6960,9559,4080,5479,4975,1328,946,2701,3665,15159,14042,1116,15752,7646,8106,2757,5349,20534,9577,5187,678,5092,10951,3561,1675,1191,695,632,589,2246,3047,875,12291,151,4299,1413,2269,617,2873,897,1730,246,1157,348,659,149,129,980,1675,1027,12177,2353,1431,2014,6379,42412,5159,23633,8168,291,15174,13621,9574,7417,125,2033,30317,1813,7611,3486,17406,2100,3955,2495,8857,49315,23907,3082,4339,1916,930,13640,8702,11920,8820,3100,4786,257648,149576,18117,22395,109063,108073,79733,64575,15159,15752,2255,502,12995,10951,4008,3021,3047,875,12291,11264,1027,12177,911,258,4629,6379,42412,8693,1832,4852,27034,9574,125,9449,30317,1724,3597,6354,18642,23907,525,1922,4947,16512,673451,33126,1798,31329,3486,2923,8910,2989,2401,740,9880,283056,161531,121525
2017-06-01,10000,7706,2.98,0.55,0.86,0.69,1.32,59.5,86.1,13,268802,75144,6189,1792,2495,1540,361,5786,3204,1145,608,828,7179,5672,1507,3785,1320,1696,768,9111,6194,686,1112,1118,2977,2731,246,3642,395,3247,6207,9030,3707,5323,4836,1142,960,2735,3360,13042,12042,1000,18346,7907,10439,2881,7559,18396,8233,4342,417,5405,10853,3764,1990,1294,481,608,566,1966,2961,988,10611,404,3463,1267,1809,386,2548,893,1483,172,995,327,557,110,125,774,1528,775,13342,2472,1388,1957,7524,37491,5007,19512,4907,420,14185,12972,7620,4621,117,2882,28613,1459,6393,3359,17402,1352,4143,2987,8920,48387,24152,3027,4274,1728,849,14274,9785,9917,7137,2780,4533,244567,137939,14720,20245,102974,106628,75144,62102,13042,18346,2218,663,15465,10853,4258,2646,2961,988,10611,9836,775,13342,828,302,4687,7524,37491,5555,1852,4520,25563,7620,117,7503,28613,1349,3213,5404,18647,24152,512,1734,4786,17121,673504,31376,1425,29952,3359,3615,8233,2628,2861,807,8448,268802,158857,109945
2017-07-01,10000,7710,2.98,0.55,0.86,0.7,1.3,59.6,85.9,13.3,279197,79446,6306,1739,2408,1810,349,5714,3141,1121,611,841,7323,5693,1629,3868,1411,1701,756,8384,5490,707,1101,1086,3491,3245,246,3571,392,3178,6679,10459,4131,6329,5566,1196,1008,3362,3867,14218,13332,886,18152,8005,10147,3085,7063,17449,8446,3702,235,5066,13826,6047,2454,2871,723,643,807,2227,3217,884,12211,614,4215,1287,2405,524,2849,933,1697,219,1302,384,781,136,118,790,1696,627,12289,2378,1243,2112,6556,40281,5425,21903,6106,332,15466,12953,7764,5093,104,2566,29550,1884,6051,3305,18310,2110,4916,2842,8442,48229,25767,3191,4486,2079,955,15056,9279,9080,6524,2556,4103,256735,148257,19609,22658,105991,108478,79446,65228,14218,18152,2728,357,15067,13826,6468,3256,3217,884,12211,11584,627,12289,782,477,4474,6556,40281,6683,2001,5032,26566,7764,104,7659,29550,1752,3057,5354,19386,25767,1196,1926,5131,17515,673530,32275,1798,30477,3305,2888,9854,2782,2620,751,8278,279197,163808,115389
2017-08-01,10000,7738,2.98,0.54,0.86,0.69,1.32,59.6,85.8,13.1,280320,84048,6174,1842,2408,1556,368,6114,3461,1175,611,867,7611,6015,1596,3849,1383,1690,776,8377,5479,719,1078,1101,4051,3824,227,3491,409,3082,7856,10644,4699,5945,5334,1134,938,3263,3893,16656,16172,484,15416,7604,7812,2601,5212,19383,10361,3240,222,5560,11504,3701,1593,1480,628,811,612,2200,3096,1085,8467,64,2789,772,1626,392,1951,589,1187,175,859,277,500,82,131,577,1406,689,12289,2452,1254,1971,6612,39774,6353,20282,4609,410,15263,13140,6492,4312,81,2099,33122,1453,6642,3394,21633,4310,5024,2509,9789,49824,24413,2991,4507,1941,939,14035,8840,12220,9770,2450,4351,254908,144066,14602,18069,111394,110842,84048,67393,16656,15416,2274,327,12816,11504,4184,3139,3096,1085,8467,7778,689,12289,804,305,4568,6612,39774,5300,1532,5575,27367,6492,81,6411,33122,1344,3038,6254,22486,24413,696,1952,5043,16722,673805,36796,1496,35300,3394,3728,13014,2566,2338,716,9543,280320,166541,113779
2017-09-01,10000,7729,2.98,0.55,0.85,0.67,1.32,59.5,85.8,12.9,268802,75605,6516,2486,2394,1269,367,5780,3324,1057,622,778,7214,5813,1401,3806,1318,1713,776,8712,5897,678,1074,1064,3516,3315,200,3316,365,2951,6230,9562,4002,5560,4437,984,929,2524,3136,13379,12545,834,16178,7650,8528,2597,5931,18826,10538,3141,200,4948,9956,3059,1828,769,462,511,772,1970,2826,817,8861,183,3183,807,1910,466,1905,495,1257,153,834,235,490,109,127,654,1455,519,12608,2281,1172,2126,7029,39104,5799,20908,6621,301,13985,12397,13627,10965,136,2526,27613,1348,5821,3417,17026,1740,4558,2666,8062,46423,23396,2988,4253,2392,866,12896,8159,8651,6233,2418,6217,245774,137839,16180,18144,103514,107935,75605,62226,13379,16178,2342,255,13581,9956,3455,2857,2826,817,8861,8341,519,12608,871,410,4298,7029,39104,7227,1511,4663,25704,13627,136,13491,27613,1273,2761,5763,17816,23396,1012,2009,4777,15598,674121,30421,1329,29092,3417,2677,9040,2409,2646,706,8197,268802,152786,116016
2017-10-01,10000,7737,2.98,0.55,0.85,0.67,1.33,59.7,86.3,12.8,282872,77152,7108,2864,2504,1349,391,5859,3287,1106,701,766,7777,6337,1440,3879,1286,1763,831,8820,5839,725,1137,1119,3233,3003,230,3698,369,3329,6247,9874,4139,5735,4162,990,909,2263,3249,13245,12287,958,19659,7722,11937,2422,9515,18724,9065,3378,699,5582,9895,2641,1399,640,603,887,804,1962,2728,872,11929,21,4971,1373,2841,756,2439,749,1441,249,1095,359,589,147,130,939,1585,750,13409,2389,1141,2045,7834,40421,5700,20700,6507,203,13990,14021,14824,12144,104,2576,27390,1378,5858,3416,16737,1841,3276,2949,8671,49469,23060,3021,4245,1601,837,13356,8818,9383,6212,3171,8208,256463,141722,14935,21653,105134,114741,77152,63907,13245,19659,2000,422,17237,9895,3230,3064,2728,872,11929,11179,750,13409,734,367,4475,7834,40421,7238,2003,4914,26266,14824,104,14720,27390,1306,3004,5503,17576,23060,427,1614,4778,16241,674167,29593,1390,28203,3416,3291,7407,2647,2751,713,7978,282872,158008,124864
2017-11-01,10000,7678,2.98,0.55,0.85,0.67,1.34,59.8,86.8,12.5,277361,77440,6504,2192,2489,1372,450,6193,3419,1210,723,841,7719,6190,1529,3755,1207,1749,800,8874,5808,749,1141,1176,3145,2875,270,3808,413,3395,6331,9906,4128,5778,3965,952,919,2094,3387,13852,12908,944,16029,7436,8593,2921,5673,19724,8946,4144,1617,5018,12037,3958,2149,1285,524,1133,1157,2161,2671,956,13094,127,5296,1786,2745,764,2501,768,1500,233,1441,529,749,162,139,1300,1510,781,14219,2445,1157,2641,7976,41650,5248,22072,6496,271,15306,14330,8759,6291,80,2389,28190,1250,6345,3507,17088,1865,3614,3210,8398,46217,22813,2840,4254,1494,739,13487,7893,10608,8161,2447,4902,253957,147830,16956,24758,106117,106126,77440,63588,13852,16029,2576,345,13108,12037,4686,3723,2671,956,13094,12314,781,14219,834,737,4672,7976,41650,7200,2836,4931,26682,8759,80,8680,28190,1154,3340,5754,17944,22813,506,1464,4697,16147,673870,30811,1199,29612,3507,2561,8418,2643,2893,784,8806,277361,159545,117815
2017-12-01,10000,7671,2.98,0.55,0.85,0.67,1.34,59.7,86.4,13.2,322157,101416,7968,2288,2570,1794,1317,11151,6036,1852,1544,1719,10154,8101,2053,4080,1265,1953,862,10858,6836,1265,1197,1561,4480,4013,467,4442,477,3965,9228,13833,4737,9096,4461,1147,1050,2263,4997,15766,14876,889,17225,8090,9134,3057,6077,24001,10600,5231,2955,5215,13409,4030,2128,1477,424,920,1138,3023,3277,1021,13124,98,5499,1953,2825,721,2283,718,1402,163,1550,550,828,172,114,1404,1532,643,14879,2780,1392,2512,8195,39688,4835,20914,4328,214,16372,13940,9277,5671,116,3489,33209,1937,9808,3914,17550,1595,3062,3389,9504,55929,26367,3563,5472,1955,781,14597,11846,13329,10525,2804,4387,292595,180818,15594,27706,137519,111777,101416,85650,15766,17225,2740,317,14167,13409,4677,4434,3277,1021,13124,12481,643,14879,776,449,5459,8195,39688,4915,2662,5729,26382,9277,116,9160,33209,1820,5218,7693,18478,26367,666,2144,5594,17964,673300,35297,1951,33346,3914,3477,7439,2606,2801,837,12271,322157,195591,126565
2018-01-01,10000,7596,2.98,0.55,0.84,0.66,1.34,59.6,86.3,12.6,289703,76847,5746,1525,2468,1331,422,5943,3495,1025,678,744,7454,6198,1256,3705,1162,1765,778,9073,6142,720,1116,1093,2833,2568,266,3477,317,3160,6751,9966,4231,5735,3978,976,928,2075,2881,15040,14114,926,13777,7486,6291,2473,3818,28245,13404,6428,3247,5166,10094,3120,2012,893,215,657,1102,2171,2345,699,13138,140,6011,2007,3192,812,2248,703,1377,168,1099,365,620,114,120,1165,1851,503,13829,2487,1321,2871,7150,39170,5443,19306,3862,239,15204,14421,9195,6528,68,2600,27847,1639,6187,3410,16612,1877,3458,3183,8094,57559,23558,2619,3968,1931,818,14222,8887,21273,18680,2593,3840,255702,150529,13237,24551,112741,105173,76847,61806,15040,13777,2152,320,11305,10094,3632,3418,2345,699,13138,12635,503,13829,1101,535,5044,7150,39170,4462,2192,5356,27160,9195,68,9127,27847,1545,3516,5397,17390,23558,345,1935,4479,16799,673187,29952,1609,28344,3410,2696,7890,2718,2790,737,8103,289703,174274,115429
2018-02-01,10000,7654,2.97,0.55,0.84,0.67,1.34,59.5,86.6,12.6,265614,71693,5788,1766,2386,1266,371,5604,3240,1019,607,739,7013,5790,1223,3611,1098,1769,745,8918,6062,717,1063,1076,2863,2594,269,3344,322,3022,6776,9320,4155,5165,3732,929,839,1965,2828,11895,11024,871,13649,7002,6647,1878,4769,29645,14222,6927,3220,5276,8539,2711,1801,527,382,469,600,1763,2338,659,8630,155,3868,1139,2255,474,1496,432,943,121,770,245,444,81,112,694,1045,490,12756,2331,1165,2074,7186,41790,4136,24492,8349,306,15838,13162,10084,7857,103,2124,25420,1388,4930,3214,15888,1473,3459,2950,8006,43408,21387,2728,3923,1599,729,12408,8480,9452,6751,2700,4090,243592,144654,16354,17436,110864,98938,71693,59798,11895,13649,1630,248,11771,8539,3185,2356,2338,659,8630,8141,490,12756,638,290,4643,7186,41790,9050,2307,4922,25511,10084,103,9980,25420,1300,2519,5018,16583,21387,550,1575,4398,14863,672261,27051,1267,25784,3214,3004,7041,1981,2591,714,7239,265614,157110,108504
